all_continent_earnings,pct_earnings_asia,pct_earnings_north_america,pct_earnings_south_america,pct_earnings_europe,pct_earnings_australia_and_oceania,pct_earnings_africa
6570052022,46.75,35.77,9.52,7.43,0.44,0.09
