all_countries_earnnings,US_pct_earn,India_pct_earn,Brazil_pct_earn,South_Korea_pct_earn,United_Kingdom_pct_earn,Pakistan_pct_earn,Argentina_pct_earn,Russia_pct_earn
5261517242,41.42,34.05,6.61,6.09,3.34,2.99,2.86,2.64
